n,test_idx,logscore_total,logscore_lf,logscore_mf,logscore_hf
5,0,1524.7158738365065,33.42328734888072,130.86080396546964,1360.431782522156
5,1,1870.4006560830328,51.547330405684875,162.3758125980106,1656.4775130793373
5,2,2556.7387499463657,238.76035893502302,151.33821757176077,2166.6401734395818
5,3,1913.065970323379,119.79746673879161,157.22678173451305,1636.0417218500743
5,4,1872.6435258259874,123.45069578973745,210.72969191800735,1538.4631381182426
5,5,1588.835934132517,37.124908404773976,122.50547845668846,1429.2055472710545
5,6,2479.7418160327966,243.95520999208048,207.05879035766947,2028.7278156830466
5,7,2481.8006209588007,166.12077167865428,188.46151603938318,2127.218333240763
5,8,1752.1662281919373,63.8174775514842,109.77083257963665,1578.5779180608165
5,9,1720.823522508255,48.917799674291714,117.59664827527811,1554.3090745586853
5,10,1721.9867610698916,84.80906029155918,141.14442113118167,1496.0332796471507
5,11,1589.0386468009083,33.48700113169048,117.23117383721701,1438.3204718320007
5,12,1981.6692958011918,138.26013281910005,137.84405753814883,1705.565105443943
5,13,2158.675594508334,149.34448453049296,168.50956121517976,1840.8215487626612
5,14,2040.8372089133688,121.99043194762645,173.56830556001177,1745.2784714057307
5,15,1975.368337119136,109.24244983113125,134.78753387291817,1731.3383534150867
5,16,2080.6463659887604,113.24433462685853,175.8664579185122,1791.5355734433897
5,17,1709.5123674184701,98.41071271313005,133.63693256321284,1477.4647221421271
5,18,1682.6385940012078,42.79053107752816,129.59278934634943,1510.2552735773302
5,19,2124.2745857838327,164.900072261763,262.010626354835,1697.3638871672347
5,20,2050.9753913525383,87.22598589887856,236.987661660426,1726.7617437932336
5,21,1940.4070521694232,87.04515874655026,115.2017402982189,1738.160153124654
5,22,1715.866582698486,76.63452402191284,192.83898529822733,1446.3930733783457
5,23,1673.5378617619506,78.1094512300401,141.09701919131442,1454.3313913405962
5,24,1870.5768204369722,76.31703033212726,162.87589226118268,1631.3838978436622
5,25,2222.9114977081153,120.00127093128036,178.1950923281221,1924.715134448713
5,26,1859.2891567097136,106.4453448912845,186.37374519024388,1566.4700666281851
5,27,1896.934087614678,71.78392088704919,173.05156709749042,1652.0985996301383
5,28,1807.7050450796796,80.88504641193805,215.00860895032042,1511.8113897174212
5,29,2280.245591595609,207.3131048365142,200.6394121845169,1872.293074574578
5,30,1988.4900981308174,101.14192735571034,172.69375194269736,1714.6544188324096
5,31,2159.794395910023,102.5520481785578,149.5865928329074,1907.655754898558
5,32,1733.4916664219584,37.11196788223077,138.91606436213652,1557.463634177591
5,33,2399.360817409599,150.75916854254717,156.8529074819347,2091.7487413851172
5,34,2013.1696819872088,229.15137968677803,159.52270632535004,1624.4955959750807
5,35,2637.9413455160798,238.20289691863647,234.78603853643318,2164.95241006101
5,36,1916.9443835832712,103.16602058035507,154.2390090561576,1659.5393539467586
5,37,1716.1546067446718,58.90240959115009,135.09277010759712,1522.1594270459245
5,38,1962.9342412445271,67.64772644670953,176.69554396821997,1718.5909708295976
5,39,1798.2830721139917,106.65597092076787,180.4353539951178,1511.191747198106
5,40,1839.1644175278436,40.89755572799036,165.13325283110953,1633.1336089687438
5,41,1653.3106353601045,42.739166452643346,129.27053011124093,1481.3009387962202
5,42,2066.7701881782436,210.6375401932961,230.74793600851984,1625.3847119764275
5,43,1817.4291741259765,62.523221767319654,171.56312365317217,1583.3428287054846
5,44,1728.9093725860303,62.08231638212425,147.6445385830865,1519.1825176208195
5,45,1693.337765894141,56.315061309718516,120.08892270552515,1516.9337818788974
